,Unnamed: 0,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Qiyməti,Yerlərin sayı,Sahiblər,Hansı bazar üçün yığılıb
8101,8101,Xaçmaz,BMW,528,2014,Sedan,Yaş Asfalt,2.0 L/245 a.g./Benzin,140 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",30 500 AZN,5.0,2.0,Avropa
8102,8102,Bakı,Lexus,ES 250,2022,Sedan,Qara,2.5 L/184 a.g./Benzin,15 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",55 000 USD,5.0,1.0,Rəsmi diler
8103,8103,Şəmkir,LADA (VAZ),2101,1983,Sedan,Bej,1.5 L/65 a.g./Benzin,10 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",2 800 AZN,4.0,2.0,Avropa
8104,8104,Şəmkir,LADA (VAZ),2106,2000,Sedan,Yaş Asfalt,1.6 L/75 a.g./Benzin,158 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 200 AZN,5.0,1.0,Avropa
8105,8105,Gəncə,Mercedes,208 D,1993,Mikroavtobus,Ağ,2.3 L/131 a.g./Dizel,480 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 600 AZN,5.0,3.0,Avropa
8106,8106,Quba,LADA (VAZ),21099,2001,Sedan,Gümüşü,1.6 L/81 a.g./Benzin,100 500 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 700 AZN,4.0,2.0,Digər
8107,8107,Cəlilabad,LADA (VAZ),Niva,1981,Offroader / SUV,Ağ,1.6 L/75 a.g./Benzin,268 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 800 AZN,5.0,0.0,Avropa
8108,8108,Şirvan,LADA (VAZ),2107,1989,Sedan,Ağ,1.6 L/75 a.g./Benzin,180 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",2 600 AZN,5.0,2.0,Rusiya
8109,8109,Bakı,Kia,K3,2017,Sedan,Ağ,1.6 L/136 a.g./Dizel,110 600 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 500 USD,5.0,1.0,Koreya
8110,8110,Bakı,Kia,Sorento,2020,Offroader / SUV,Göy,1.6 L/230 a.g./Hibrid,43 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",39 700 USD,7.0,1.0,Amerika
8111,8111,Bakı,Ssang Yong,Actyon,2007,Offroader / SUV,Qara,2.3 L/150 a.g./Benzin,200 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 300 AZN,5.0,1.0,Avropa
8112,8112,Sabirabad,Mercedes,C 230,1997,Sedan,Yaş Asfalt,2.3 L/150 a.g./Benzin,380 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənib",11 800 AZN,4.0,3.0,Amerika
8113,8113,Bakı,Infiniti,Q50,2021,Sedan,Göy,3.0 L/304 a.g./Benzin,0 km,Avtomat,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",44 900 USD,5.0,1.0,Avropa
8114,8114,Sumqayıt,LADA (VAZ),Niva,2017,Offroader / SUV,Qara,1.7 L/80 a.g./Benzin,26 000 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 700 AZN,5.0,2.0,Rusiya
8115,8115,Bakı,Mitsubishi,Airtrek,2002,Offroader / SUV,Qara,2.4 L/160 a.g./Benzin,247 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 700 AZN,5.0,1.0,Dubay
8116,8116,Bakı,Ford,Fusion,2016,Sedan,Ağ,1.5 L/181 a.g./Benzin,199 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 800 AZN,4.0,1.0,Amerika
8117,8117,Bakı,Hyundai,Elantra,2014,Sedan,Ağ,1.6 L/132 a.g./Benzin,170 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 800 AZN,5.0,2.0,Rəsmi diler
8118,8118,Bakı,Volkswagen,Touran,2010,Minivan,Boz,1.6 L/105 a.g./Dizel,191 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 000 AZN,7.0,2.0,Avropa
8119,8119,Bakı,Lamborghini,Urus,2020,Offroader / SUV,Göy,4.0 L/650 a.g./Benzin,15 885 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",313 000 USD,5.0,1.0,Rəsmi diler
8120,8120,Bakı,Mercedes,GLE 53 AMG Coupe,2020,Offroader / SUV,Yaş Asfalt,3.0 L/435 a.g./Benzin,37 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",108 999 USD,5.0,1.0,Avropa
8121,8121,Bakı,Toyota,Prado,2008,Offroader / SUV,Qara,2.7 L/167 a.g./Benzin,205 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 900 AZN,5.0,1.0,Avropa
8122,8122,Bakı,BMW,X5,2022,Offroader / SUV,Qara,3.0 L/340 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",106 000 EUR,5.0,1.0,Rəsmi diler
8123,8123,Bakı,C.Moto,CM250R-HY,2023,Motosiklet,Yaş Asfalt,0.3 L/35 a.g./Benzin,0 km,Mexaniki,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",5 400 AZN,5.0,1.0,Avropa
8124,8124,Bakı,Mercedes,GL 500,2012,Offroader / SUV,Ağ,5.5 L/388 a.g./Benzin,145 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 000 USD,7.0,1.0,Avropa
8125,8125,Bakı,Kia,Rio,2006,Sedan,Gümüşü,1.5 L/110 a.g./Dizel,243 666 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 300 AZN,5.0,1.0,Koreya
8126,8126,Bakı,Mercedes,C 300,2017,Sedan,Qara,2.0 L/245 a.g./Benzin,108 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",33 000 USD,5.0,2.0,Avropa
8127,8127,Bakı,Lexus,GX 470,2006,Offroader / SUV,Ağ,4.7 L/273 a.g./Benzin,296 924 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənib",31 700 AZN,7.0,2.0,Amerika
8128,8128,Bakı,Hyundai,Coupe,2001,Kupe,Qara,2.0 L/139 a.g./Benzin,260 000 km,Mexaniki,Ön,Xeyr,"Vuruğu var, rənglənib",5 500 AZN,5.0,1.0,Amerika
8129,8129,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.0 L/265 a.g./Benzin,102 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",30 900 AZN,5.0,1.0,Amerika
8130,8130,Bakı,BMW,528,2016,Sedan,Qara,2.0 L/245 a.g./Benzin,70 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 400 USD,4.0,0.0,Avropa
8131,8131,Bakı,Kia,Optima,2019,Sedan,Göy,2.0 L/274 a.g./Benzin,73 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 900 USD,5.0,2.0,Amerika
8132,8132,Bakı,Hyundai,Elantra,2014,Sedan,Ağ,1.6 L/132 a.g./Benzin,170 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 800 AZN,5.0,2.0,Rəsmi diler
8133,8133,Bakı,Volkswagen,Touran,2010,Minivan,Boz,1.6 L/105 a.g./Dizel,191 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 000 AZN,7.0,2.0,Avropa
8134,8134,Bakı,Lamborghini,Urus,2020,Offroader / SUV,Göy,4.0 L/650 a.g./Benzin,15 885 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",313 000 USD,5.0,1.0,Rəsmi diler
8135,8135,Bakı,Ford,Fusion,2014,Sedan,Qara,2.0 L/141 a.g./Hibrid,366 930 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 600 AZN,5.0,2.0,Amerika
8136,8136,Bakı,LADA (VAZ),2107,2009,Sedan,Ağ,1.6 L/75 a.g./Benzin,15 369 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",6 000 AZN,5.0,1.0,Avropa
8137,8137,Bakı,Mercedes,C 220,2000,Sedan,Qara,2.2 L/180 a.g./Dizel,250 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 600 AZN,5.0,1.0,Avropa
8138,8138,Bakı,Nissan,X-Trail,2004,Offroader / SUV,Gümüşü,2.0 L/150 a.g./Benzin,280 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 000 AZN,5.0,1.0,Avropa
8139,8139,Gəncə,LADA (VAZ),2107,2000,Sedan,Ağ,1.6 L/75 a.g./Benzin,365 562 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",2 800 AZN,5.0,1.0,Avropa
8140,8140,Bakı,Mercedes,Vito,2010,Van,Ağ,2.2 L/116 a.g./Dizel,256 384 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 700 AZN,5.0,1.0,Avropa
8141,8141,Zərdab,Renault,Scenic,2006,Hetçbek,Qara,1.5 L/86 a.g./Dizel,111 300 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 500 AZN,5.0,2.0,Avropa
8142,8142,Bakı,Honda,Civic,1996,Hetçbek,Qırmızı,1.6 L/130 a.g./Benzin,320 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 800 AZN,5.0,1.0,Avropa
8143,8143,Bakı,Mercedes,E 270,2002,Sedan,Göy,2.7 L/177 a.g./Dizel,546 513 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 500 AZN,5.0,1.0,Avropa
8144,8144,Bakı,Nissan,Tiida,2011,Hetçbek,Qara,1.5 L/109 a.g./Benzin,72 300 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 500 AZN,5.0,1.0,Yaponiya
8145,8145,Sumqayıt,BMW,530,2003,Sedan,Qara,3.0 L/231 a.g./Benzin,350 111 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 400 AZN,5.0,1.0,Avropa
8146,8146,Bakı,MG,350,2012,Sedan,Gümüşü,1.5 L/105 a.g./Benzin,219 500 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 000 AZN,5.0,1.0,Avropa
8147,8147,Bakı,Opel,Astra,2006,Hetçbek,Göy,1.4 L/90 a.g./Benzin,173 200 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 600 AZN,5.0,1.0,Avropa
8148,8148,Bakı,Land Rover,Range Rover,2022,Offroader / SUV,Yaş Asfalt,4.4 L/530 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",269 000 USD,5.0,1.0,Rəsmi diler
8149,8149,Bakı,Toyota,Land Cruiser,2012,Offroader / SUV,Ağ,4.0 L/282 a.g./Benzin,134 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",38 900 USD,7.0,1.0,Avropa
8150,8150,Bakı,Ford,Fusion,2018,Sedan,Qara,1.5 L/181 a.g./Benzin,40 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 650 AZN,5.0,1.0,Amerika
8151,8151,Bakı,Toyota,Corolla,2005,Hetçbek,Yaş Asfalt,1.4 L/90 a.g./Dizel,165 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 800 AZN,5.0,1.0,Avropa
8152,8152,Bakı,Land Rover,Discovery Sport,2020,Offroader / SUV,Gümüşü,2.0 L/240 a.g./Benzin,24 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",44 000 USD,5.0,1.0,Avropa
8153,8153,Bakı,Iran Khodro,Azsamand,2006,Sedan,Göy,1.8 L/100 a.g./Benzin,340 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 400 AZN,5.0,2.0,Avropa
8154,8154,Bakı,Honda,Accord,2009,Sedan,Ağ,2.4 L/190 a.g./Benzin,161 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",18 300 AZN,5.0,2.0,Yaponiya
8155,8155,Bakı,Land Rover,Range Rover,2014,Offroader / SUV,Ağ,5.0 L/510 a.g./Benzin,96 500 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",66 500 USD,5.0,1.0,Rəsmi diler
8156,8156,Bakı,Mercedes,GLS 450,2019,Offroader / SUV,Ağ,3.0 L/367 a.g./Benzin,44 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",109 555 USD,5.0,1.0,Avropa
8157,8157,Bakı,BMW,740,2016,Sedan,Yaş Asfalt,3.0 L/326 a.g./Benzin,68 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",59 000 USD,5.0,1.0,Digər
8158,8158,Bakı,KAIYI,X3 Pro,2022,Offroader / SUV,Mavi,1.5 L/165 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",37 230 AZN,5.0,1.0,Rəsmi diler
8159,8159,Bakı,Nissan,Tiida,2012,Hetçbek,Qara,1.5 L/109 a.g./Benzin,42 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 500 AZN,5.0,1.0,Yaponiya
8160,8160,Bakı,Hyundai,Elantra,2012,Sedan,Ağ,1.6 L/132 a.g./Benzin,194 400 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 000 AZN,5.0,1.0,Avropa
8161,8161,Bakı,Mercedes,E 220,2009,Sedan,Qara,2.2 L/170 a.g./Dizel,228 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 000 AZN,5.0,1.0,Avropa
8162,8162,Bakı,Infiniti,FX35,2012,Offroader / SUV,Ağ,3.5 L/303 a.g./Benzin,144 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",36 300 AZN,5.0,2.0,Rəsmi diler
8163,8163,Bakı,Chevrolet,Equinox,2017,Offroader / SUV,Ağ,1.5 L/170 a.g./Benzin,161 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 800 AZN,5.0,1.0,Amerika
8164,8164,Bakı,Mercedes,S 500 4Matic,2020,Sedan,Qara,3.0 L/435 a.g./Benzin,23 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",165 000 USD,5.0,1.0,Rəsmi diler
8165,8165,Bakı,Toyota,Corolla,2013,Sedan,Ağ,1.8 L/136 a.g./Benzin,136 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 400 AZN,5.0,2.0,Yaponiya
8166,8166,Bakı,Hyundai,Santa Fe,2014,Offroader / SUV,Qara,2.0 L/184 a.g./Dizel,60 450 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",36 800 AZN,5.0,1.0,Koreya
8167,8167,Bakı,Hyundai,Santa Fe,2007,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,221 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 000 AZN,7.0,1.0,Koreya
8168,8168,Bakı,Iran Khodro,Azsamand,2006,Sedan,Göy,1.8 L/100 a.g./Benzin,340 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 400 AZN,5.0,2.0,Avropa
8169,8169,Bakı,Honda,Accord,2009,Sedan,Ağ,2.4 L/190 a.g./Benzin,161 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",18 300 AZN,5.0,2.0,Yaponiya
8170,8170,Bakı,Land Rover,Range Rover,2014,Offroader / SUV,Ağ,5.0 L/510 a.g./Benzin,96 500 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",66 500 USD,5.0,1.0,Rəsmi diler
8171,8171,Bakı,Opel,Astra,2008,Hetçbek,Gümüşü,1.3 L/90 a.g./Dizel,260 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 550 AZN,5.0,2.0,Rəsmi diler
8172,8172,Bakı,LADA (VAZ),2107,1998,Sedan,Tünd qırmızı,1.5 L/65 a.g./Benzin,68 042 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 700 AZN,4.0,2.0,Avropa
8173,8173,Bakı,Toyota,RAV 4,2019,Offroader / SUV,Yaş Asfalt,2.0 L/146 a.g./Benzin,57 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 900 USD,5.0,1.0,Rəsmi diler
8174,8174,Bakı,Nissan,Tiida,2011,Hetçbek,Qızılı,1.5 L/109 a.g./Benzin,30 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 500 AZN,5.0,1.0,Yaponiya
8175,8175,Bakı,Mercedes,E 250,2014,Sedan,Boz,2.2 L/204 a.g./Dizel,236 900 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 900 USD,5.0,1.0,Avropa
8176,8176,Bakı,Mercedes,C 300,2019,Sedan,Qara,2.0 L/245 a.g./Benzin,33 200 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",37 500 USD,5.0,1.0,Avropa
8177,8177,Bakı,Hyundai,Santa Fe,2014,Offroader / SUV,Ağ,2.4 L/175 a.g./Benzin,132 586 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",34 800 AZN,7.0,2.0,Avropa
8178,8178,Bakı,Opel,Astra,1994,Universal,Gümüşü,1.6 L/101 a.g./Benzin,298 000 km,Mexaniki,Ön,Xeyr,"Vuruğu var, rənglənib",2 850 AZN,5.0,1.0,Avropa
8179,8179,Bakı,Kia,Ceed,2008,Universal,Mavi,1.6 L/115 a.g./Dizel,222 300 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 500 AZN,5.0,1.0,Avropa
8180,8180,Bakı,Honda,Civic,2007,Sedan,Göy,1.3 L/95 a.g./Hibrid,225 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",11 000 AZN,4.0,1.0,Amerika
8181,8181,Bakı,Hyundai,Matrix,2008,Minivan,Göy,1.6 L/103 a.g./Benzin,248 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 000 AZN,5.0,2.0,Avropa
8182,8182,Bakı,Mercedes,190,1992,Sedan,Gümüşü,2.0 L/122 a.g./Benzin,356 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 800 AZN,5.0,1.0,Avropa
8183,8183,Bakı,Mercedes,C 180,1995,Sedan,Bej,1.8 L/122 a.g./Benzin,415 042 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 250 AZN,5.0,3.0,Digər
8184,8184,Bakı,Kia,Ceed,2007,Universal,Boz,1.6 L/115 a.g./Dizel,261 222 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 500 AZN,5.0,1.0,Avropa
8185,8185,Bakı,LADA (VAZ),Niva,2018,Offroader / SUV,Qara,1.7 L/80 a.g./Benzin,44 253 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 999 AZN,5.0,1.0,Avropa
8186,8186,Bakı,Mercedes,E 220,2016,Sedan,Ağ,2.2 L/170 a.g./Dizel,181 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",45 200 USD,5.0,2.0,Koreya
8187,8187,Bakı,Soueast,DX7,2022,Offroader / SUV,Qara,1.5 L/197 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",48 900 AZN,5.0,1.0,Avropa
8188,8188,Bakı,Soueast,DX5,2022,Offroader / SUV,Ağ,1.5 L/156 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",41 700 AZN,5.0,1.0,Avropa
8189,8189,Bakı,Opel,Astra,2007,Universal,Qara,1.4 L/90 a.g./Benzin,204 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 700 AZN,5.0,1.0,Avropa
8190,8190,Qusar,Mercedes,308 D,1994,Yük maşını,Ağ,2.9 L/85 a.g./Dizel,465 817 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 300 AZN,5.0,1.0,Digər
8191,8191,Bakı,Toyota,Prius,2010,Liftbek,Qırmızı,1.8 L/99 a.g./Hibrid,264 576 km,Variator,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 500 AZN,5.0,1.0,Amerika
8192,8192,Bakı,Subaru,Forester,2022,Offroader / SUV,Qara,2.0 L/150 a.g./Benzin,0 km,Variator,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",33 500 USD,5.0,1.0,Avropa
8193,8193,Bakı,Toyota,Corolla,2022,Sedan,Göy,1.8 L/140 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",28 900 USD,5.0,1.0,Avropa
8194,8194,Bakı,Toyota,C-HR,2022,Offroader / SUV,Ağ,2.0 L/148 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",58 100 AZN,5.0,1.0,Avropa
8195,8195,Bakı,DFSK,C-32 S,2022,Yük maşını,Gümüşü,1.6 L/122 a.g./Benzin,0 km,Mexaniki,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",28 700 AZN,5.0,1.0,Avropa
8196,8196,Bakı,Volkswagen,Jetta,2013,Sedan,Ağ,2.0 L/115 a.g./Benzin,206 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 900 AZN,5.0,0.0,Rəsmi diler
8197,8197,Bakı,Land Rover,RR Sport,2016,Offroader / SUV,Qara,3.0 L/340 a.g./Benzin,72 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",57 500 USD,5.0,2.0,Digər
8198,8198,Bakı,Volkswagen,Passat,2015,Sedan,Qara,1.8 L/180 a.g./Benzin,196 823 km,Avtomat,Ön,Xeyr,"Vuruğu var, rənglənib",14 000 AZN,4.0,0.0,Amerika
8199,8199,Bakı,Mercedes,S 320,2008,Sedan,Qara,3.0 L/235 a.g./Dizel,330 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 600 USD,5.0,2.0,Avropa
8200,8200,Gəncə,Nissan,Sunny,2014,Sedan,Gümüşü,1.5 L/99 a.g./Benzin,85 500 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 500 AZN,5.0,1.0,Rəsmi diler
8201,8201,Ağcabədi,Chevrolet,Cruze,2019,Sedan,Ağ,1.4 L/153 a.g./Benzin,109 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 900 AZN,5.0,1.0,Amerika
8202,8202,Bakı,Kia,Optima,2015,Sedan,Qara,2.0 L/274 a.g./Benzin,125 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 700 AZN,4.0,1.0,Avropa
8203,8203,Bakı,Infiniti,JX35,2013,Offroader / SUV,Ağ,3.5 L/265 a.g./Benzin,75 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 000 USD,5.0,1.0,Avropa
8204,8204,Bakı,Opel,Astra,2007,Universal,Qara,1.4 L/90 a.g./Benzin,204 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 700 AZN,5.0,1.0,Avropa
8205,8205,Qusar,Mercedes,308 D,1994,Yük maşını,Ağ,2.9 L/85 a.g./Dizel,465 817 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 300 AZN,5.0,1.0,Digər
8206,8206,Bakı,Toyota,Prius,2010,Liftbek,Qırmızı,1.8 L/99 a.g./Hibrid,264 576 km,Variator,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 500 AZN,5.0,1.0,Amerika
8207,8207,Bakı,Kia,Sorento,2011,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,136 852 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 900 AZN,7.0,1.0,Avropa
8208,8208,Bakı,BMW,320,2013,Sedan,Qara,2.0 L/184 a.g./Benzin,173 500 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 350 USD,5.0,1.0,Avropa
8209,8209,Bakı,Lexus,CT 200h,2012,Hetçbek,Qara,1.8 L/134 a.g./Hibrid,168 210 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 300 AZN,5.0,2.0,Avropa
8210,8210,Bakı,LADA (VAZ),Niva,2013,Offroader / SUV,Göy,1.7 L/80 a.g./Benzin,111 300 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 500 AZN,5.0,1.0,Avropa
8211,8211,Bakı,Mercedes,E 350,2005,Sedan,Gümüşü,3.5 L/272 a.g./Benzin,234 652 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 000 AZN,5.0,2.0,Avropa
8212,8212,Bakı,Nissan,Note,2012,Hetçbek,Qara,1.2 L/98 a.g./Benzin,92 800 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 900 AZN,5.0,2.0,Yaponiya
8213,8213,Bakı,Hyundai,Coupe,2001,Kupe,Qara,2.0 L/139 a.g./Benzin,260 000 km,Mexaniki,Ön,Xeyr,"Vuruğu var, rənglənib",5 500 AZN,5.0,1.0,Amerika
8214,8214,Sumqayıt,Volkswagen,Passat,2005,Sedan,Gümüşü,2.0 L/200 a.g./Benzin,387 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 800 AZN,5.0,0.0,Avropa
8215,8215,Bakı,Nissan,Sentra,2014,Sedan,Ağ,1.6 L/117 a.g./Benzin,210 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 500 AZN,5.0,1.0,Avropa
8216,8216,Bakı,Volkswagen,Passat CC,2014,Sedan,Ağ,2.0 L/210 a.g./Benzin,188 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 800 AZN,5.0,1.0,Avropa
8217,8217,Sumqayıt,Mercedes,C 180,1995,Sedan,Göy,1.8 L/122 a.g./Benzin,374 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 400 AZN,5.0,1.0,Avropa
